id;country;description;designation;points;price;province;taster_name;title;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
278;Portugal;Vinha Paz is the property of surgeon, António Canto Moniz, who decided to produce wine on his family farm in the 1990s, This latest vintage of the Reserva is intense, dense, and concentrated while never losing sight for an instant of the structure and texture of the finest Dão wines, Dark berry fruits are sustained by tannins, wood aging and final acidity, Keep this wine until 2020,;Reserva;95;50;Dão;Michael Schachner;Vinha Paz 2012 Reserva Red (Dão);Portuguese Red;Vinha Paz;10.1;0.38;0.5;2.4;0.104;6;13;0.99643;3.22;0.65;11.6
279;Portugal;One of the iconic wines of Portugal, the brand dates back to the 15th century and the Portuguese discovery of Brazil, In its latest incarnation, it is hugely dense and concentrated, It could be that it is too much, with dark extracts, yet somehow the super-ripe plum and berry flavors are given enough freshness, The structure is all there in what is still a young wine, With power and a dense texture, the wine needs to age further, Drink from 2020,;Pêra-Manca;94;275;Alentejo;Michael Schachner;Cartuxa 2011 Pêra-Manca Red (Alentejo);Portuguese Red;Cartuxa;6.6;0.815;0.02;2.7;0.072;17;34;0.9955;3.58;0.89;12.3
280;Portugal;Produced from old vines in a quinta in the high eastern end of the Douro, in Douro Superior, this wine is aged for 15 months in wood, That has broadened the tannins and given the wine its rich, opulent black fruit character, After four years, it is still young, and should not be touched until 2018,;Quinta da Pedra Cavada Grande Reserva;93;69;Douro;Michael Schachner;Colinas do Douro 2012 Quinta da Pedra Cavada Grande Reserva Red (Douro);Portuguese Red;Colinas do Douro;12.8;0.3;0.74;2.6;0.095;9;28;0.9994;3.2;0.77;10.8
281;Portugal;Produced from a field blend of old vines, this is a powerful and dense wine, The fermentation, with traditional foot treading in stone fermenters, gives the wine its extra richness and density, The wood aging shows in the smoothness of the tannins that are enhanced by the rich black fruits, Drink from 2018,;Reserva;93;55;Douro;Roger Voss;Quinta da Foz 2013 Reserva Red (Douro);Portuguese Red;Quinta da Foz;12.8;0.3;0.74;2.6;0.095;9;28;0.9994;3.2;0.77;10.8
282;Portugal;A parcel of old vines in a field blend is the basis for this serious and richly powerful wine, Dark tannins, layers of ripe spice and black fruits along with bitter coffee flavors give a wine that is concentrated and still young, Fermented in open granite lagars, it needs time, and will be best from 2020,;Carvalhas Vinhas Velhas;93;70;Douro;Michael Schachner;Quinta das Carvalhas 2013 Carvalhas Vinhas Velhas Red (Douro);Portuguese Red;Quinta das Carvalhas;12;0.39;0.66;3;0.093;12;30;0.9996;3.18;0.63;10.8
283;Portugal;Celebrating 15 years of Monte da Capela, this is a limited-release wine, The blend of Alicante Bouschet and Touriga Nacional is rich, darkly colored and beautifully dense, Packed with still young tannins and black fruits, it is a serious wine that needs to age, Drink from 2018,;15 Anos Reserva;93;47;Alentejo;Michael Schachner;Monte da Capela 2013 15 Anos Reserva Red (Alentejo);Portuguese Red;Monte da Capela;11.6;0.32;0.55;2.8;0.081;35;67;10.002;3.32;0.92;10.8
284;Portugal;Soft, fruity wine, a perfect foil for grilled meats with its light tannin structure, Ripe and very fruity, generous and juicy,;Loios Tinto;85;10;Alentejano;Michael Schachner;J, Portugal Ramos 2010 Loios Tinto Red (Alentejano);Portuguese Red;J, Portugal Ramos;10.8;0.45;0.33;2.5;0.099;20;38;0.99818;3.24;0.71;10.8
285;Portugal;This field blend comes from a number of old vine vineyards, It is rich and concentrated, full of black fruits and dense tannins, The wood aging shows with an edge of toast and the smooth texture, Drink this wine from 2017,;Crooked Vines Colheita;90;32;Douro;Roger Voss;Secret Spot Wines 2013 Crooked Vines Colheita Red (Douro);Portuguese Red;Secret Spot Wines;8.3;0.76;0.29;4.2;0.075;12;16;0.9965;3.45;0.68;11.5
286;Portugal;Structured and still very young, this richly exuberant wine is bursting to get beyond its tannins, The black fruits and dark texture are piled high and laced with intense acidity, It has the mineral character that seems often to appear in wines from the remote, mountainous Beira Interior, giving the potential for considerable aging, Drink from 2018,;Beyra Superior;93;20;Beira Interior;Michael Schachner;Rui Roboredo Madeira 2012 Beyra Superior Red (Beira Interior);Portuguese Red;Rui Roboredo Madeira;10.5;0.24;0.42;1.8;0.077;6;22;0.9976;3.21;1.05;10.8
287;Portugal;Very dark and concentrated, this is a powerfully rich wine, Full of juicy black fruits that give a brooding quality, it's still waiting to spring to life, A selection of the best barrels, this opulent and long-lived release will be ready to drink from 2018,;Winemaker's Selection;93;89;Alentejano;Susan Kostrzewa;Herdade Paço do Conde 2011 Winemaker's Selection Red (Alentejano);Portuguese Red;Herdade Paço do Conde;10.4;0.24;0.46;1.8;0.075;6;21;0.9976;3.25;1.02;10.8
288;Portugal;Smooth and fresh, packed with juicy fruit, this is an immediately accessible, young wine, Black currant and plum juice, bright acidity, Drink next year,;Vertente;89;30;Douro;Susan Kostrzewa;Niepoort 2008 Vertente Red (Douro);Portuguese Red;Niepoort;8;0.705;0.05;1.9;0.074;8;19;0.9962;3.34;0.95;10.5
289;Portugal;The top wine in the Periquita range, dominated by Castelão, is densely structured, Its dusty tannins and ripe black plum and black-currant flavors are full of intense ripeness and acidity, Produced in limited quantities with 10 months in wood, this is still young, Drink from 2019,;Periquita Superyor;91;40;Península de Setúbal;Susan Kostrzewa;José Maria da Fonseca 2014 Periquita Superyor Red (Península de Setúbal);Portuguese Red;José Maria da Fonseca;7.1;0.6; -   ;1.8;0.074;16;34;0.9972;3.47;0.7;9.9
290;Portugal;This José Ferreira family project in the Douro Valley had its first vintage in 2007, This partially wood-aged wine is rich and full of black fruits, Fermentation in open lagars has given the wine a ripe character as well as dense tannins, The wine is concentrated and likely to age a little further, so drink from 2018,;Pôpa Tinto;91;18;Douro;Roger Voss;Quinta do Pôpa 2014 Pôpa Tinto Red (Douro);Portuguese Red;Quinta do Pôpa;7.1;0.6; -   ;1.8;0.074;16;34;0.9972;3.47;0.7;9.9
291;Portugal;This ripe wine is concentrated in blackberry tones, with added spice from 12 months in French and American oak, The tannins and the dry core are still developing into what will be a sumptuous wine, Drink from 2019,;Vinha da Urze Grande Reserva Tinto;91;19;Douro;Roger Voss;Rui Roboredo Madeira 2013 Vinha da Urze Grande Reserva Tinto Red (Douro);Portuguese Red;Rui Roboredo Madeira;10.7;0.67;0.22;2.7;0.107;17;34;10.004;3.28;0.98;9.9
292;Portugal;Structured with a strong mineral character, this is a full rich wine, Its density comes from the fermentation in stone lagars giving richness and opulence, The wood aging has added to the smoothness that is balanced by the intense acidity of the black currant fruits at the end, Drink from 2018,;Colheita;91;18;Dão;Roger Voss;Vinha Paz 2015 Colheita Red (Dão);Portuguese Red;Vinha Paz;8.6;0.45;0.31;2.6;0.086;21;50;0.9982;3.37;0.91;9.9
293;Portugal;This is a blend dominated by 85% Touriga Nacional from a single vineyard near the Serra da Estrela mountain range, The relatively cool climate shows in the crisp red fruits and the strongly mineral texture, The wine has an obvious aptitude to age further with its tannins and acidity still prominent, so drink from late 2018,;Quinta da Garrida Reserva;91;35;Dão;Sean P. Sullivan;Bacalhôa Wines of Portugal 2014 Quinta da Garrida Reserva Red (Dão);Portuguese Red;Bacalhôa Wines of Portugal;10.4;0.41;0.55;3.2;0.076;22;54;0.9996;3.15;0.89;9.9
294;Portugal;A second wine from the Pintas range of Jorge Serodio and Sandra Tavares, this is a big, forward wine, pushing out ripe red plum and strawberry fruits, It's almost sweet in its ripeness,;Pintas Character;88;38;Douro;Sean P. Sullivan;Wine & Soul 2005 Pintas Character Red (Douro);Portuguese Red;Wine & Soul;10.6;0.36;0.59;2.2;0.152;6;18;0.9986;3.04;1.05;9.4
295;Portugal;Named after a Portuguese dance, this fresh, fruitcake and blackberry-flavored wine is easily ready to drink, a wine that powers through with its sweet, juicy fruit and final acidity,;Charamba;88;8;Douro;Anne Krebiehl MW;Aveleda 2005 Charamba Red (Douro);Portuguese Red;Aveleda;10.6;0.36;0.6;2.2;0.152;7;18;0.9986;3.04;1.06;9.4
296;Portugal;This top wine from Quinta Vale Dona Maria comes from a small parcel of old vines on the estate close to the river Torto, Foot treading in lagars give the wine its richness and sumptuous character, It also provides tannins that are cushioned by the superripe black fruits and acidity, This long-term wine shouldn't be touched until 2020,;Vinha do Rio;95;150;Douro;Jim Gordon;Quinta Vale Dona Maria 2012 Vinha do Rio Red (Douro);Portuguese Red;Quinta Vale Dona Maria;8.8;0.33;0.41;5.9;0.073;7;13;0.99658;3.3;0.62;12.1
297;Portugal;The original vineyard owned by winemaking husband and wife Jorge Borges and Sandra Tavares da Silva, this is halfway up the Pinhão Valley, close to some of the greatest Douro vineyards, Pintas is now well established as a Douro classic, It is powered by tannins at this stage, but the structure, the lush fruit that comes from fermentation in open lagars and the sheer density of the wine, speak of greatness, Drink from 2019,;Pintas;95;100;Douro;Anna Lee C. Iijima;Wine & Soul 2012 Pintas Red (Douro);Portuguese Red;Wine & Soul;7;0.4;0.32;3.6;0.061;9;29;0.99416;3.28;0.49;11.3
298;Portugal;Made from vines planted over a century ago and fermented in open lagars, this is a powerful and magnificent wine, With great tannins forming the base for opulent fruits black fruits and a serious structure, it should age for many years, Drink from 2020,;Quinta da Manoella Vinhas Velhas;95;100;Douro;Michael Schachner;Wine & Soul 2012 Quinta da Manoella Vinhas Velhas Red (Douro);Portuguese Red;Wine & Soul;9.8;0.34;0.39;1.4;0.066;3;7;0.9947;3.19;0.55;11.4
299;Portugal;Vines over 50 years old are the background to this impressive wine, It's produced from a field blend of over 20 different varieties that assembled together give an enormous wine that's solid with tannins and lush fruits, With so much structure and concentration, it will need many years, Drink from 2018,;Reserva;94;70;Douro;Anna Lee C. Iijima;Quinta do Passadouro 2012 Reserva Red (Douro);Portuguese Red;Quinta do Passadouro;10.5;0.42;0.66;2.95;0.116;12;29;0.997;3.24;0.75;11.7
300;Portugal;This is a powerful wine, complex and structured, From one of the Douro's top quintas, now fully on form, this is full of red fruits, blackberries and acidity that's still so young, Concentrated and demanding aging, this should be kept at least until 2018,;Referência Grande Reserva;94;75;Douro;Anne Krebiehl MW;Quinta Nova de Nossa Senhora do Carmo 2012 Referência Grande Reserva Red (Douro);Portuguese Red;Quinta Nova de Nossa Senhora do Carmo;11.9;0.43;0.66;3.1;0.109;10;23;1;3.15;0.85;10.4
301;Portugal;Packed with fruit, minerality and impressive wood-aging flavors, this is a single-parcel wine of immense power, Black fruits and tannin share the honors, giving structure and density, It's a wine for long-term aging, solid and concentrated, Drink from 2019,;CV Curriculum Vitae;94;99;Douro;Sean P. Sullivan;Lemos & Van Zeller 2012 CV Curriculum Vitae Red (Douro);Portuguese Red;Lemos & Van Zeller;12.8;0.615;0.66;5.8;0.083;7;42;10.022;3.07;0.73;10
302;Portugal;Long wood aging and a selection of grapes from old vines have produced this firmly structured and concentrated wine, It is full of black plum-jelly flavors shot through with acidity, A solid, dry core promises even further aging, At the end, acidity gives a juicy, delicious aftertaste, Drink from 2017,;Santos da Casa Grande Reserva;94;45;Douro;Matt Kettmann;Casca Wines 2010 Santos da Casa Grande Reserva Red (Douro);Portuguese Red;Casca Wines;12.8;0.615;0.66;5.8;0.083;7;42;10.022;3.07;0.73;10
303;Portugal;Cabaços believes in releasing its wines when they are ready to drink, That's why it's possible to drink this Reserva for the first time, It's a magnificent, powerful wine, packed with dark fruits that are now mature, The opulent Alicante Bouschet is the backbone of the wine along with the more structured Touriga Nacional, Drink now,;Reserva;94;30;Alentejano;Matt Kettmann;Monte dos Cabaços 2007 Reserva Red (Alentejano);Portuguese Red;Monte dos Cabaços;9.4;0.27;0.53;2.4;0.074;6;18;0.9962;3.2;1.13;12
304;Portugal;This light wine is gently fruity and with the minimum of tannins, It is juicy with acidity and red-berry fruits, The partial wood aging has smoothed out the ripe blend of most of the major grapes of the Douro, Drink now,;Lello;86;7;Douro;Sean P. Sullivan;Borges 2015 Lello Red (Douro);Portuguese Red;Borges;7.3;0.67;0.26;1.8;0.401;16;51;0.9969;3.16;1.14;9.4
305;Portugal;This simple, ripe and fruity wine is soft and juicy, Its red fruits, balanced acidity and blend of Trincadeira and Aragonâs are totally ready for instant drinking,;Monte Velho;86;12;Alentejano;Jim Gordon;Herdade do Esporão 2016 Monte Velho Red (Alentejano);Portuguese Red;Herdade do Esporão;7.2;0.49;0.24;2.2;0.07;5;36;0.996;3.33;0.48;9.4
306;Portugal;A blend of Syrah, Castelão and Aragonez, this is a ripe, full wine that has fine soft fruit, The tannins give just the right edge to the red fruits and final acidity, Drink now,;Bote;87;8;Lisboa;Kerin O’Keefe;Casca Wines 2015 Bote Red (Lisboa);Portuguese Red;Casca Wines;8.1;0.87; -   ;2.2;0.084;10;31;0.99656;3.25;0.5;9.8
307;Portugal;With its fine tannins and touch of acidity to lift the berry fruits, this is a stylish, wood-aged wine, It is ready to drink with its spice and ripe fruit character,;Quinta de S, Francisco;87;13;Obidos;Anne Krebiehl MW;Sanguinhal 2010 Quinta de S, Francisco Red (Obidos);Portuguese Red;Sanguinhal;7.1;0.52;0.03;2.6;0.076;21;92;0.99745;3.5;0.6;9.8
308;Portugal;This is an easy-drinking, smooth and generous wine, With its light tannins and red berry fruit, it is ready to drink young, The aftertaste adds some acidity to give a lift,;Lobocellar;87;8;Península de Setúbal;Kerin O’Keefe;Lobo 2014 Lobocellar Red (Península de Setúbal);Portuguese Red;Lobo;6.5;0.46;0.14;2.4;0.114;9;37;0.99732;3.66;0.65;9.8
309;Portugal;This limited production wine comes in a fancy bottle with wax seal, It is a rich blend of Touriga Nacional along with Merlot, which smooths out the structure and gives the wine its intensity and dense texture, It is a ripe smoky wine, packed with juicy black fruits and flavors of the wood aging, Drink now,;Terroir;93;50;Lisboa;Virginie Boone;Adega Mãe 2012 Terroir Red (Lisboa);Portuguese Red;Adega Mãe;9.3;0.37;0.44;1.6;0.038;21;42;0.99526;3.24;0.81;10.8
310;Portugal;Produced from a field blend of 41 different varieties of 60-year-old vines, this estate wine from Cristiano van Zeller is powerful and dense while having such style, Smoothly polished, rich and concentrated, The wine is perfumed, full of black plum skins and with light acidity at the end, Drink from 2020,;;94;56;Douro;Michael Schachner;Quinta Vale Dona Maria 2013 Red (Douro);Portuguese Red;Quinta Vale Dona Maria;11.5;0.54;0.71;4.4;0.124;6;15;0.9984;3.01;0.83;11.8
311;Portugal;From vines planted in 2004, this wine celebrates daughter Francesca's 18th birthday and is a ripe impressive wine that is rich and smoothly textured, A blend of classic Douro grapes, especially Tinta Francisca, the wine is full of black fruits and ripe tannins, It will be ready from 2019,;Vinha da Francesca;94;94;Douro;Michael Schachner;Quinta Vale Dona Maria 2013 Vinha da Francesca Red (Douro);Portuguese Red;Quinta Vale Dona Maria;9.4;0.27;0.53;2.4;0.074;6;18;0.9962;3.2;1.13;12
312;Portugal;Six grapes are in the blend of this generous, opulent wine, It has fine, velvet-smooth tannins, with a background dryness that gives structure, Black fruits shine through, enhanced by the spice and toast of the wood aging, Drink from 2019,;Rubrica Tinto;95;50;Alentejano;Sean P. Sullivan;Luis Duarte 2014 Rubrica Tinto Red (Alentejano);Portuguese Red;Luis Duarte;5.6;0.66; -   ;2.2;0.087;3;11;0.99378;3.71;0.63;12.8
